geo,unit,TIME_PERIOD,GDP,FCE,AIC,GCF,EGS,EG,ES,IGS,IG,IS,CE,TPI
ES,CP_MPPS_EU27_2020,2004-01-01,827072.8,691357.7,624440.9,259303.3,232961.7,160003.3,72958.4,266883.1,220247,46636.1,432390.4,108697.3
ES,CP_MPPS_EU27_2020,2005-01-01,885793.2,744232.9,672691.4,290001.2,246502.7,166864.2,79638.5,293907.6,242672.9,51234.7,462932.1,121240.7
ES,CP_MPPS_EU27_2020,2006-01-01,968954.8,814427.6,734872.9,331339.5,273624.9,183688,89936.9,335355.6,277101.1,58254.5,509123.6,133877.2
ES,CP_MPPS_EU27_2020,2007-01-01,1044733.3,873438.4,786197.8,352944.7,301265,206180,95085,368256.1,307551.7,60704.4,548062.6,134458.7
ES,CP_MPPS_EU27_2020,2008-01-01,1093017.8,904692.6,809965.7,337471.4,303900.1,206808.8,97091.4,360062.9,300743.6,59319.3,581622.6,113404
ES,CP_MPPS_EU27_2020,2009-01-01,1052710.9,871393.3,774914.9,261787.6,259072.9,173014,86058.9,268863.1,217044.1,51819,556845.4,91972.5
ES,CP_MPPS_EU27_2020,2010-01-01,1025905.8,879097.7,781313.4,249061.5,289806.1,199893,89913.1,301251.1,249824.6,51426.5,548424.2,112002.6
ES,CP_MPPS_EU27_2020,2011-01-01,1022720.8,878473,779698.1,228320,327798.1,228046.6,99751.5,324726.5,272990.5,51736,535574.7,108592.7
ES,CP_MPPS_EU27_2020,2012-01-01,1007544.3,870890.9,776060,201956.3,344581.6,240999.4,103582.2,321958.3,270721.8,51236.5,511451.3,113504.2
ES,CP_MPPS_EU27_2020,2013-01-01,997503,860783.5,765596,187849.2,359671.4,254923.5,104747.9,316801.6,268410.6,48391,499962.6,122064.5
ES,CP_MPPS_EU27_2020,2014-01-01,1017418.6,882662.4,786420.8,199910.4,373897.4,261810.3,112087.1,339290.6,284809.4,54481.3,512313.7,129876.8
ES,CP_MPPS_EU27_2020,2015-01-01,1058687,909083.2,811049.6,221370.5,391862,273426.2,118435.9,356436.6,295784.7,60651.9,533027.4,139455.6
ES,CP_MPPS_EU27_2020,2016-01-01,1092982.7,930710.7,833306.5,225760.5,407863.1,280415.7,127447.3,359864.6,295850.7,64013.9,544427,142103.1
ES,CP_MPPS_EU27_2020,2017-01-01,1147314.6,974486.6,875894,245544.6,444628.6,306186.1,138442.5,399013.8,330179.6,68834.2,570132.5,149889.4
ES,CP_MPPS_EU27_2020,2018-01-01,1169220.5,992508.7,892364.8,264452.1,454089,312540.2,141548.9,419007.7,343993.9,75013.8,586072,154342
ES,CP_MPPS_EU27_2020,2019-01-01,1215877,1021964.2,918422.7,279243.4,467969.1,317187.2,150781.9,428556.1,345844.2,82711.8,624498.8,156816
ES,CP_MPPS_EU27_2020,2020-01-01,1075846.6,920715.4,817053,241340.2,362894.3,279836.7,83057.6,345927.7,288969.6,56958.2,590766,136133.2
ES,CP_MPPS_EU27_2020,2021-01-01,1180039.7,1010152.3,901216.7,281594.3,445759,338294.9,107464,433217.5,363692.6,69524.9,639571.6,159981.7
ES,CP_MPPS_EU27_2020,2022-01-01,1314291.5,1116136.3,998894.4,310141.5,590127.8,420730.6,169397.2,572634.8,484200.2,88434.6,689563.6,176535.7
ES,PC_EU27_2020_MEUR_CP,1995-01-01,7.6,7.7,7.8,7.5,5.7,5.1,8.3,6.4,6.7,5.2,7.3,6
ES,PC_EU27_2020_MEUR_CP,1996-01-01,7.8,7.8,7.9,7.8,6.1,5.5,8.7,6.6,7,5.4,7.5,6.1
ES,PC_EU27_2020_MEUR_CP,1997-01-01,7.8,7.8,7.9,7.9,6.3,5.7,8.7,6.8,7.1,5.4,7.8,6.2
ES,PC_EU27_2020_MEUR_CP,1998-01-01,7.9,7.9,8,8.2,6.4,5.7,9,6.9,7.4,5.4,8,6.4
ES,PC_EU27_2020_MEUR_CP,1999-01-01,8.1,8.1,8.2,8.9,6.6,5.9,9.3,7.4,8,5.6,8.2,6.7
ES,PC_EU27_2020_MEUR_CP,2000-01-01,8.4,8.3,8.4,9.3,6.6,5.9,9.1,7.4,8,5.7,8.5,7
ES,PC_EU27_2020_MEUR_CP,2001-01-01,8.6,8.5,8.6,9.8,6.6,5.9,9.3,7.5,8,5.7,8.6,7.1
ES,PC_EU27_2020_MEUR_CP,2002-01-01,8.9,8.7,8.8,10.6,6.6,5.9,9.1,7.7,8.2,5.9,8.9,7.3
ES,PC_EU27_2020_MEUR_CP,2003-01-01,9.2,9,9.1,11.4,6.8,6.1,9.3,7.9,8.5,6,9.2,7.8
ES,PC_EU27_2020_MEUR_CP,2004-01-01,9.4,9.3,9.4,11.9,6.6,5.9,8.9,8.1,8.6,6.1,9.5,8.4
ES,PC_EU27_2020_MEUR_CP,2005-01-01,9.7,9.6,9.7,12.7,6.5,5.7,9,8.1,8.6,6.2,9.8,8.9
ES,PC_EU27_2020_MEUR_CP,2006-01-01,9.9,9.9,10,12.9,6.3,5.5,9,8,8.5,6.3,10.2,9.1
ES,PC_EU27_2020_MEUR_CP,2007-01-01,10.1,10.2,10.2,12.5,6.4,5.7,8.7,8.1,8.7,6,10.4,8.6
ES,PC_EU27_2020_MEUR_CP,2008-01-01,10.3,10.2,10.2,11.9,6.2,5.6,8.5,7.6,8.1,5.6,10.6,7.4
ES,PC_EU27_2020_MEUR_CP,2009-01-01,10.5,10.1,10.1,11.4,6.4,5.8,8.2,7,7.5,5.4,10.4,6.4
ES,PC_EU27_2020_MEUR_CP,2010-01-01,10,10,9.9,10.3,6.3,5.7,8,6.8,7.4,4.9,10.2,7.5
ES,PC_EU27_2020_MEUR_CP,2011-01-01,9.7,9.7,9.6,8.9,6.4,5.8,8.3,6.6,7.2,4.7,9.6,6.9
ES,PC_EU27_2020_MEUR_CP,2012-01-01,9.3,9.4,9.3,8.2,6.4,5.9,7.9,6.3,6.9,4.4,8.9,6.9
ES,PC_EU27_2020_MEUR_CP,2013-01-01,9,9.1,9.1,7.7,6.5,6.1,7.6,6.2,6.9,3.9,8.6,7.3
ES,PC_EU27_2020_MEUR_CP,2014-01-01,8.9,9.1,9.1,7.7,6.4,6.1,7.4,6.4,7.1,4,8.5,7.4
ES,PC_EU27_2020_MEUR_CP,2015-01-01,8.9,9.2,9.2,8.1,6.3,6,7.2,6.3,7.2,3.9,8.6,7.7
ES,PC_EU27_2020_MEUR_CP,2016-01-01,9,9.2,9.2,7.9,6.4,6.1,7.4,6.3,7.1,4,8.5,7.7
ES,PC_EU27_2020_MEUR_CP,2017-01-01,9,9.2,9.3,8,6.5,6.1,7.4,6.4,7.2,4,8.5,7.7
ES,PC_EU27_2020_MEUR_CP,2018-01-01,9,9.2,9.3,8.2,6.4,6.1,7.1,6.4,7.2,4.2,8.5,7.8
ES,PC_EU27_2020_MEUR_CP,2019-01-01,9,9.2,9.2,8.1,6.3,6,7,6.2,7,4.1,8.7,7.6
ES,PC_EU27_2020_MEUR_CP,2020-01-01,8.4,8.8,8.8,7.6,5.5,5.9,4.6,5.7,6.7,3.3,8.6,7.2
ES,PC_EU27_2020_MEUR_CP,2021-01-01,8.4,8.9,8.9,7.7,5.6,5.9,4.9,5.9,6.8,3.6,8.6,7.4
ES,PC_EU27_2020_MEUR_CP,2022-01-01,8.6,8.9,8.9,7.4,6.1,6.1,6.2,6.2,7,3.7,8.6,7.6
ES,PC_EU27_2020_MPPS_CP,1995-01-01,8.8,8.8,8.9,8.6,6.6,5.8,9.5,7.4,7.7,6,8.4,6.9
ES,PC_EU27_2020_MPPS_CP,1996-01-01,8.9,8.8,8.9,8.9,7,6.2,9.8,7.5,7.9,6.1,8.5,6.9
ES,PC_EU27_2020_MPPS_CP,1997-01-01,9,8.9,9.1,9.1,7.3,6.6,10,7.8,8.2,6.2,9,7.1
ES,PC_EU27_2020_MPPS_CP,1998-01-01,9.1,9.1,9.2,9.5,7.4,6.6,10.4,8,8.6,6.2,9.3,7.4
ES,PC_EU27_2020_MPPS_CP,1999-01-01,9.2,9.1,9.2,10.1,7.5,6.6,10.5,8.4,9,6.4,9.3,7.6
ES,PC_EU27_2020_MPPS_CP,2000-01-01,9.4,9.3,9.4,10.4,7.4,6.6,10.2,8.4,8.9,6.4,9.5,7.8
ES,PC_EU27_2020_MPPS_CP,2001-01-01,9.6,9.4,9.5,10.8,7.4,6.5,10.2,8.3,8.9,6.4,9.6,7.9
ES,PC_EU27_2020_MPPS_CP,2002-01-01,9.8,9.7,9.8,11.7,7.3,6.5,10.1,8.5,9.1,6.5,9.8,8.1
ES,PC_EU27_2020_MPPS_CP,2003-01-01,10,9.7,9.8,12.4,7.4,6.6,10.1,8.5,9.1,6.5,9.9,8.5
ES,PC_EU27_2020_MPPS_CP,2004-01-01,10.1,10,10.1,12.7,7.1,6.3,9.5,8.6,9.2,6.5,10.1,8.9
ES,PC_EU27_2020_MPPS_CP,2005-01-01,10.3,10.3,10.3,13.5,6.9,6.1,9.6,8.6,9.2,6.6,10.4,9.4
ES,PC_EU27_2020_MPPS_CP,2006-01-01,10.7,10.7,10.8,13.9,6.8,6,9.7,8.6,9.2,6.8,11,9.8
ES,PC_EU27_2020_MPPS_CP,2007-01-01,10.9,10.9,11,13.5,6.9,6.1,9.4,8.7,9.3,6.5,11.2,9.3
ES,PC_EU27_2020_MPPS_CP,2008-01-01,11,10.9,10.9,12.7,6.7,5.9,9,8.1,8.7,6,11.3,7.9
ES,PC_EU27_2020_MPPS_CP,2009-01-01,11,10.6,10.6,12,6.7,6.1,8.7,7.3,7.9,5.6,11,6.8
ES,PC_EU27_2020_MPPS_CP,2010-01-01,10.4,10.4,10.3,10.7,6.5,6,8.3,7.1,7.7,5.1,10.6,7.8
ES,PC_EU27_2020_MPPS_CP,2011-01-01,10.1,10.1,10,9.3,6.7,6.1,8.6,6.9,7.5,4.9,10.1,7.2
ES,PC_EU27_2020_MPPS_CP,2012-01-01,9.9,9.9,9.9,8.7,6.8,6.2,8.4,6.7,7.4,4.6,9.5,7.4
ES,PC_EU27_2020_MPPS_CP,2013-01-01,9.7,9.8,9.7,8.2,6.9,6.6,8.1,6.6,7.4,4.2,9.2,7.8
ES,PC_EU27_2020_MPPS_CP,2014-01-01,9.6,9.9,9.8,8.3,6.9,6.6,8,6.9,7.7,4.4,9.2,8
ES,PC_EU27_2020_MPPS_CP,2015-01-01,9.7,9.9,9.9,8.7,6.8,6.5,7.7,6.8,7.8,4.3,9.3,8.3
ES,PC_EU27_2020_MPPS_CP,2016-01-01,9.7,9.9,9.9,8.6,7,6.6,8,6.8,7.7,4.4,9.2,8.3
ES,PC_EU27_2020_MPPS_CP,2017-01-01,9.8,10,10.1,8.7,7,6.7,8.1,6.9,7.9,4.4,9.3,8.4
ES,PC_EU27_2020_MPPS_CP,2018-01-01,9.7,9.9,9.9,8.8,6.8,6.5,7.7,6.8,7.7,4.5,9.2,8.3
ES,PC_EU27_2020_MPPS_CP,2019-01-01,9.7,9.9,9.9,8.7,6.8,6.4,7.5,6.7,7.6,4.4,9.4,8.2
ES,PC_EU27_2020_MPPS_CP,2020-01-01,8.9,9.2,9.3,8,5.8,6.2,4.8,6,7,3.5,9,7.6
ES,PC_EU27_2020_MPPS_CP,2021-01-01,9,9.5,9.5,8.2,6,6.3,5.3,6.3,7.2,3.8,9.2,7.9
ES,PC_EU27_2020_MPPS_CP,2022-01-01,9.2,9.5,9.6,7.9,6.6,6.5,6.7,6.6,7.5,4,9.3,8.2
ES,PC_GDP,1995-01-01,92.6,78.6,70.8,22.5,21.8,15.3,6.6,22.9,18.8,4.2,47.7,10.2
ES,PC_GDP,1996-01-01,92.4,78,70.3,22.2,23,16.1,6.9,23.2,19,4.3,47.4,10.3
ES,PC_GDP,1997-01-01,92,77.2,69.7,22.6,25.7,18.2,7.5,25.5,20.9,4.6,48.5,10.5
ES,PC_GDP,1998-01-01,91.3,76.5,69.1,23.9,26.1,18.2,7.9,26.6,21.9,4.6,48.6,11.2
ES,PC_GDP,1999-01-01,90.9,76.4,69.1,25.5,26.4,18.1,8.3,28.3,23.3,5,48.7,11.5
ES,PC_GDP,2000-01-01,90.9,76.3,69.1,26.6,28.6,19.7,8.9,31.5,26.1,5.4,48.8,11.4
ES,PC_GDP,2001-01-01,91.2,75.8,68.5,26.5,27.9,18.9,8.9,30.1,24.7,5.5,48.1,11.1
ES,PC_GDP,2002-01-01,91.2,75.3,68.1,26.7,26.6,18,8.5,28.5,23.2,5.3,47.8,11.1
ES,PC_GDP,2003-01-01,90.7,74.7,67.4,27.5,25.6,17.4,8.2,27.8,22.8,5.1,47.3,11.4
ES,PC_GDP,2004-01-01,90.2,75.4,68.1,28.3,25.4,17.5,8,29.1,24,5.1,47.2,11.9
ES,PC_GDP,2005-01-01,89.8,75.4,68.2,29.4,25,16.9,8.1,29.8,24.6,5.2,46.9,12.3
ES,PC_GDP,2006-01-01,89.4,75.1,67.8,30.6,25.2,16.9,8.3,30.9,25.6,5.4,47,12.3
ES,PC_GDP,2007-01-01,90.1,75.3,67.8,30.4,26,17.8,8.2,31.8,26.5,5.2,47.3,11.6
ES,PC_GDP,2008-01-01,92.2,76.3,68.3,28.5,25.6,17.4,8.2,30.4,25.4,5,49,9.6
ES,PC_GDP,2009-01-01,93.7,77.6,69,23.3,23.1,15.4,7.7,23.9,19.3,4.6,49.6,8.2
ES,PC_GDP,2010-01-01,91.9,78.7,70,22.3,26,17.9,8.1,27,22.4,4.6,49.1,10
ES,PC_GDP,2011-01-01,92.1,79.2,70.3,20.6,29.5,20.5,9,29.3,24.6,4.7,48.3,9.8
ES,PC_GDP,2012-01-01,92,79.5,70.8,18.4,31.5,22,9.5,29.4,24.7,4.7,46.7,10.4
ES,PC_GDP,2013-01-01,91.4,78.9,70.1,17.2,33,23.4,9.6,29,24.6,4.4,45.8,11.2
ES,PC_GDP,2014-01-01,91.1,79,70.4,17.9,33.5,23.4,10,30.4,25.5,4.9,45.9,11.6
ES,PC_GDP,2015-01-01,90.8,78,69.6,19,33.6,23.5,10.2,30.6,25.4,5.2,45.7,12
ES,PC_GDP,2016-01-01,90.7,77.3,69.2,18.7,33.9,23.3,10.6,29.9,24.6,5.3,45.2,11.8
ES,PC_GDP,2017-01-01,90.7,77,69.2,19.4,35.1,24.2,10.9,31.5,26.1,5.4,45,11.8
ES,PC_GDP,2018-01-01,90.5,76.8,69.1,20.5,35.1,24.2,11,32.4,26.6,5.8,45.4,11.9
ES,PC_GDP,2019-01-01,90.7,76.2,68.5,20.8,34.9,23.7,11.2,32,25.8,6.2,46.6,11.7
ES,PC_GDP,2020-01-01,91.2,78.1,69.3,20.5,30.8,23.7,7,29.3,24.5,4.8,50.1,11.5
ES,PC_GDP,2021-01-01,90.5,77.4,69.1,21.6,34.2,25.9,8.2,33.2,27.9,5.3,49,12.3
ES,PC_GDP,2022-01-01,91,77.3,69.2,21.5,40.9,29.1,11.7,39.7,33.5,6.1,47.8,12.2
ES,PC_GDP,2023-01-01,91.1,75.6,67.6,20.3,39,26.4,12.6,34.8,28.7,6.1,47.8,11.6
ES,PD05_EUR,1995-01-01,73.979,76.103,76.106,70.255,83.467,87.677,74.868,89.857,90.975,84.95,NA,NA
ES,PD05_EUR,1996-01-01,77.471,79.578,79.482,73.149,86.257,90.215,78.166,91.227,92.502,85.671,NA,NA
ES,PD05_EUR,1997-01-01,76.657,78.882,78.931,72.584,86.442,90.467,78.21,91.298,92.655,85.392,NA,NA
ES,PD05_EUR,1998-01-01,77.84,79.705,79.696,73.101,86.348,89.837,79.2,88.598,89.558,84.462,NA,NA
ES,PD05_EUR,1999-01-01,79.883,81.911,81.856,76,86.842,89.737,80.861,89.35,89.961,86.795,NA,NA
ES,PD05_EUR,2000-01-01,82.485,85.19,85.179,80.543,92.693,96.172,85.539,98.82,100.434,91.87,NA,NA
ES,PD05_EUR,2001-01-01,86.078,88.164,88.174,83.402,94.122,96.724,88.669,98.628,99.515,94.809,NA,NA
ES,PD05_EUR,2002-01-01,89.662,90.707,90.66,86.689,94.573,95.816,91.886,96.352,96.216,97.034,NA,NA
ES,PD05_EUR,2003-01-01,93.005,93.591,93.553,90.317,94.332,94.54,93.831,94.84,94.499,96.459,NA,NA
ES,PD05_EUR,2004-01-01,96.372,96.806,96.795,94.988,96.064,95.743,96.737,96.894,96.663,97.986,NA,NA
ES,PD05_EUR,2005-01-01,100,100,100,100,100,100,100,100,100,100,NA,NA
ES,PD05_EUR,2006-01-01,103.408,103.495,103.508,104.724,104.442,104.826,103.667,103.902,104.311,102,NA,NA
ES,PD05_EUR,2007-01-01,107.342,106.87,106.927,107.544,107.065,107.083,107.086,105.6,106.126,103.122,NA,NA
ES,PD05_EUR,2008-01-01,111.824,110.669,110.738,108.258,109.913,109.39,111.105,110.194,111.37,104.622,NA,NA
ES,PD05_EUR,2009-01-01,113.256,110.303,110.134,104.851,106.925,105.126,110.818,102.476,101.281,107.469,NA,NA
ES,PD05_EUR,2010-01-01,111.502,111.545,111.705,105.03,110.675,109.683,112.716,109.109,108.739,109.993,NA,NA
ES,PD05_EUR,2011-01-01,111.394,113.262,113.749,103.865,115.468,114.781,116.789,118.048,119.153,111.564,NA,NA
ES,PD05_EUR,2012-01-01,110.973,114.326,115.272,100.655,118.095,118.031,117.961,122.061,123.092,115.912,NA,NA
ES,PD05_EUR,2013-01-01,110.539,115.332,116.321,96.841,117.326,116.695,118.598,119.58,120.507,113.992,NA,NA
ES,PD05_EUR,2014-01-01,110.387,115.617,116.559,96.244,115.336,114.074,118.137,118.529,118.571,117.531,NA,NA
ES,PD05_EUR,2015-01-01,111.268,115.992,116.764,96.884,115.927,114.705,118.632,118.554,117.241,124.577,NA,NA
ES,PD05_EUR,2016-01-01,111.784,116.177,116.953,97.483,114.576,112.924,118.274,116.672,115.357,122.714,NA,NA
ES,PD05_EUR,2017-01-01,112.996,117.776,118.691,99.008,117.518,116.49,119.792,120.26,119.427,123.887,NA,NA
ES,PD05_EUR,2018-01-01,114.182,119.498,120.54,100.386,119.682,118.957,121.275,123.275,122.843,125.022,NA,NA
ES,PD05_EUR,2019-01-01,115.98,121.142,122.068,102.474,120.32,119.426,122.278,124.121,123.233,127.846,NA,NA
ES,PD05_EUR,2020-01-01,117.889,121.646,122.447,103.403,119.232,117.755,123.262,120.432,118.481,130.123,NA,NA
ES,PD05_EUR,2021-01-01,120.379,124.296,125.153,108.889,127.415,128.549,123.513,129.588,128.023,137.013,NA,NA
ES,PD05_EUR,2022-01-01,125.928,132.214,133.2,117.679,145.766,152.207,130.36,159.322,160.912,150.469,NA,NA
ES,PD05_EUR,2023-01-01,133.209,137.2,NA,121.27,147.408,152.221,134.996,151.372,149.751,158.499,NA,NA
ES,PD05_NAC,1995-01-01,72.473,74.554,74.557,68.825,81.768,85.893,73.344,88.028,89.124,83.221,NA,NA
ES,PD05_NAC,1996-01-01,74.846,76.881,76.789,70.67,83.334,87.158,75.517,88.135,89.367,82.768,NA,NA
ES,PD05_NAC,1997-01-01,76.427,78.645,78.694,72.367,86.182,90.195,77.976,91.024,92.377,85.135,NA,NA
ES,PD05_NAC,1998-01-01,78.214,80.087,80.078,73.451,86.763,90.268,79.58,89.024,89.988,84.867,NA,NA
ES,PD05_NAC,1999-01-01,79.883,81.911,81.856,76,86.842,89.737,80.861,89.35,89.961,86.795,NA,NA
ES,PD05_NAC,2000-01-01,82.485,85.19,85.179,80.543,92.693,96.172,85.539,98.82,100.434,91.87,NA,NA
ES,PD05_NAC,2001-01-01,86.078,88.164,88.174,83.402,94.122,96.724,88.669,98.628,99.515,94.809,NA,NA
ES,PD05_NAC,2002-01-01,89.662,90.707,90.66,86.689,94.573,95.816,91.886,96.352,96.216,97.034,NA,NA
ES,PD05_NAC,2003-01-01,93.005,93.591,93.553,90.317,94.332,94.54,93.831,94.84,94.499,96.459,NA,NA
ES,PD05_NAC,2004-01-01,96.372,96.806,96.795,94.988,96.064,95.743,96.737,96.894,96.663,97.986,NA,NA
ES,PD05_NAC,2005-01-01,100,100,100,100,100,100,100,100,100,100,NA,NA
ES,PD05_NAC,2006-01-01,103.408,103.495,103.508,104.724,104.442,104.826,103.667,103.902,104.311,102,NA,NA
ES,PD05_NAC,2007-01-01,107.342,106.87,106.927,107.544,107.065,107.083,107.086,105.6,106.126,103.122,NA,NA
ES,PD05_NAC,2008-01-01,111.824,110.669,110.738,108.258,109.913,109.39,111.105,110.194,111.37,104.622,NA,NA
ES,PD05_NAC,2009-01-01,113.256,110.303,110.134,104.851,106.925,105.126,110.818,102.476,101.281,107.469,NA,NA
ES,PD05_NAC,2010-01-01,111.502,111.545,111.705,105.03,110.675,109.683,112.716,109.109,108.739,109.993,NA,NA
ES,PD05_NAC,2011-01-01,111.394,113.262,113.749,103.865,115.468,114.781,116.789,118.048,119.153,111.564,NA,NA
ES,PD05_NAC,2012-01-01,110.973,114.326,115.272,100.655,118.095,118.031,117.961,122.061,123.092,115.912,NA,NA
ES,PD05_NAC,2013-01-01,110.539,115.332,116.321,96.841,117.326,116.695,118.598,119.58,120.507,113.992,NA,NA
ES,PD05_NAC,2014-01-01,110.387,115.617,116.559,96.244,115.336,114.074,118.137,118.529,118.571,117.531,NA,NA
ES,PD05_NAC,2015-01-01,111.268,115.992,116.764,96.884,115.927,114.705,118.632,118.554,117.241,124.577,NA,NA
ES,PD05_NAC,2016-01-01,111.784,116.177,116.953,97.483,114.576,112.924,118.274,116.672,115.357,122.714,NA,NA
ES,PD05_NAC,2017-01-01,112.996,117.776,118.691,99.008,117.518,116.49,119.792,120.26,119.427,123.887,NA,NA
ES,PD05_NAC,2018-01-01,114.182,119.498,120.54,100.386,119.682,118.957,121.275,123.275,122.843,125.022,NA,NA
ES,PD05_NAC,2019-01-01,115.98,121.142,122.068,102.474,120.32,119.426,122.278,124.121,123.233,127.846,NA,NA
ES,PD05_NAC,2020-01-01,117.889,121.646,122.447,103.403,119.232,117.755,123.262,120.432,118.481,130.123,NA,NA
ES,PD05_NAC,2021-01-01,120.379,124.296,125.153,108.889,127.415,128.549,123.513,129.588,128.023,137.013,NA,NA
ES,PD05_NAC,2022-01-01,125.928,132.214,133.2,117.679,145.766,152.207,130.36,159.322,160.912,150.469,NA,NA
ES,PD05_NAC,2023-01-01,133.209,137.2,NA,121.27,147.408,152.221,134.996,151.372,149.751,158.499,NA,NA
ES,PD10_EUR,1995-01-01,66.347,68.226,68.131,66.891,75.416,79.937,66.421,82.355,83.664,77.232,NA,NA
ES,PD10_EUR,1996-01-01,69.48,71.341,71.154,69.646,77.937,82.251,69.348,83.61,85.068,77.888,NA,NA
ES,PD10_EUR,1997-01-01,68.75,70.718,70.66,69.109,78.104,82.48,69.387,83.675,85.209,77.634,NA,NA
ES,PD10_EUR,1998-01-01,69.811,71.455,71.345,69.6,78.02,81.906,70.265,81.202,82.361,76.789,NA,NA
ES,PD10_EUR,1999-01-01,71.643,73.433,73.279,72.361,78.466,81.815,71.738,81.89,82.731,78.91,NA,NA
ES,PD10_EUR,2000-01-01,73.976,76.373,76.253,76.686,83.753,87.682,75.889,90.57,92.363,83.524,NA,NA
ES,PD10_EUR,2001-01-01,77.199,79.039,78.935,79.408,85.044,88.185,78.665,90.394,91.517,86.195,NA,NA
ES,PD10_EUR,2002-01-01,80.413,81.319,81.16,82.538,85.452,87.357,81.52,88.307,88.484,88.219,NA,NA
ES,PD10_EUR,2003-01-01,83.411,83.904,83.75,85.992,85.233,86.194,83.246,86.922,86.905,87.696,NA,NA
ES,PD10_EUR,2004-01-01,86.431,86.787,86.652,90.439,86.798,87.29,85.823,88.804,88.895,89.084,NA,NA
ES,PD10_EUR,2005-01-01,89.685,89.65,89.522,95.211,90.355,91.172,88.718,91.651,91.963,90.915,NA,NA
ES,PD10_EUR,2006-01-01,92.741,92.783,92.662,99.709,94.368,95.572,91.972,95.227,95.928,92.733,NA,NA
ES,PD10_EUR,2007-01-01,96.269,95.809,95.723,102.394,96.739,97.63,95.005,96.783,97.597,93.754,NA,NA
ES,PD10_EUR,2008-01-01,100.289,99.215,99.134,103.074,99.312,99.733,98.57,100.994,102.42,95.117,NA,NA
ES,PD10_EUR,2009-01-01,101.574,98.887,98.593,99.83,96.612,95.846,98.316,93.92,93.141,97.705,NA,NA
ES,PD10_EUR,2010-01-01,100,100,100,100,100,100,100,100,100,100,NA,NA
ES,PD10_EUR,2011-01-01,99.903,101.54,101.83,98.891,104.331,104.648,103.613,108.192,109.577,101.428,NA,NA
ES,PD10_EUR,2012-01-01,99.526,102.494,103.193,95.835,106.704,107.611,104.653,111.871,113.2,105.382,NA,NA
ES,PD10_EUR,2013-01-01,99.137,103.395,104.133,92.204,106.01,106.393,105.218,109.597,110.823,103.636,NA,NA
ES,PD10_EUR,2014-01-01,99,103.651,104.346,91.635,104.212,104.004,104.809,108.633,109.042,106.853,NA,NA
ES,PD10_EUR,2015-01-01,99.791,103.987,104.529,92.245,104.746,104.578,105.248,108.656,107.819,113.259,NA,NA
ES,PD10_EUR,2016-01-01,100.253,104.153,104.698,92.815,103.525,102.954,104.931,106.931,106.086,111.566,NA,NA
ES,PD10_EUR,2017-01-01,101.34,105.586,106.254,94.267,106.183,106.206,106.277,110.22,109.829,112.632,NA,NA
ES,PD10_EUR,2018-01-01,102.404,107.13,107.909,95.578,108.138,108.456,107.593,112.983,112.971,113.664,NA,NA
ES,PD10_EUR,2019-01-01,104.017,108.604,109.277,97.567,108.715,108.883,108.483,113.758,113.33,116.231,NA,NA
ES,PD10_EUR,2020-01-01,105.729,109.055,109.616,98.451,107.732,107.359,109.356,110.378,108.959,118.301,NA,NA
ES,PD10_EUR,2021-01-01,107.961,111.432,112.039,103.675,115.126,117.2,109.579,118.769,117.734,124.566,NA,NA
ES,PD10_EUR,2022-01-01,112.938,118.53,119.243,112.044,131.707,138.77,115.653,146.021,147.98,136.799,NA,NA
ES,PD10_EUR,2023-01-01,119.468,123,NA,115.463,133.19,138.782,119.766,138.734,137.716,144.099,NA,NA
ES,PD10_NAC,1995-01-01,64.997,66.838,66.745,65.529,73.881,78.31,65.07,80.679,81.961,75.66,NA,NA
ES,PD10_NAC,1996-01-01,67.125,68.924,68.743,67.286,75.296,79.464,66.998,80.777,82.185,75.248,NA,NA
ES,PD10_NAC,1997-01-01,68.543,70.506,70.448,68.901,77.87,82.233,69.179,83.424,84.953,77.401,NA,NA
ES,PD10_NAC,1998-01-01,70.145,71.798,71.687,69.934,78.394,82.299,70.602,81.591,82.756,77.157,NA,NA
ES,PD10_NAC,1999-01-01,71.643,73.433,73.279,72.361,78.466,81.815,71.738,81.89,82.731,78.91,NA,NA
ES,PD10_NAC,2000-01-01,73.976,76.373,76.253,76.686,83.753,87.682,75.889,90.57,92.363,83.524,NA,NA
ES,PD10_NAC,2001-01-01,77.199,79.039,78.935,79.408,85.044,88.185,78.665,90.394,91.517,86.195,NA,NA
ES,PD10_NAC,2002-01-01,80.413,81.319,81.16,82.538,85.452,87.357,81.52,88.307,88.484,88.219,NA,NA
ES,PD10_NAC,2003-01-01,83.411,83.904,83.75,85.992,85.233,86.194,83.246,86.922,86.905,87.696,NA,NA
ES,PD10_NAC,2004-01-01,86.431,86.787,86.652,90.439,86.798,87.29,85.823,88.804,88.895,89.084,NA,NA
ES,PD10_NAC,2005-01-01,89.685,89.65,89.522,95.211,90.355,91.172,88.718,91.651,91.963,90.915,NA,NA
ES,PD10_NAC,2006-01-01,92.741,92.783,92.662,99.709,94.368,95.572,91.972,95.227,95.928,92.733,NA,NA
ES,PD10_NAC,2007-01-01,96.269,95.809,95.723,102.394,96.739,97.63,95.005,96.783,97.597,93.754,NA,NA
ES,PD10_NAC,2008-01-01,100.289,99.215,99.134,103.074,99.312,99.733,98.57,100.994,102.42,95.117,NA,NA
